"user_id";"user_external_id";"Gender";"Age";"Zip code";"Work situation";"Level of education";"Joblevel";"Language preference";"Drink behavior";"entrepeneur";"owner or renter";"Household";"Country";"Q: Bent u momenteel op vakantie?";"answered";"Ja";"Nee";"user_external_id";"Q: Waar bent u op vakantie";"answered";"answer";"category";"user_external_id";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"answered";"Ja";"Nee";"user_external_id";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"answered";"Ja";"Nee";"user_external_id";"Q: Dank voor de snelle hulp.";"answered";"answer";"user_external_id";"Q: Dank voor de snelle deelname.";"answered";"answer"
18591;"8.21.10219928";"Female";1989;2100;"Full time (32+ hours)";"Primary-secondary school/no school";"Administrative support";"Dutch";"Red wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 10:15:33";;1;;;;;;"8.21.10219928";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 10:15:37";;1;;;;;;"8.21.10219928";"Q: Dank voor de snelle hulp.";"10-08-2021 10:15:39";1;;;;
18590;"8.21.10219927";"Male";1997;2610;"Full time (32+ hours)";"Primary-secondary school/no school";"Executive staff";"Dutch";"Red wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 10:16:02";1;;"8.21.10219927";"Q: Waar bent u op vakantie";"10-08-2021 10:16:19";"Nee";;;;;;;"8.21.10219927";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 10:16:23";;1;;;;;"8.21.10219927";"Q: Dank voor de snelle deelname.";"10-08-2021 10:16:25";1
18594;"8.21.10219931";"Female";2004;2660;"Student";"Professional education (Bachelor)";"Board";"Dutch";"Soft drinks";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 13:58:00";;1;;;;;;"8.21.10219931";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 13:58:07";;1;;;;;;"8.21.10219931";"Q: Dank voor de snelle hulp.";"10-08-2021 13:58:09";1;;;;
18601;"8.21.11319938";"Male";2000;9750;"Pupil/scholar";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"11-08-2021 09:54:59";;1;;;;;;"8.21.11319938";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"11-08-2021 09:55:04";;1;;;;;;"8.21.11319938";"Q: Dank voor de snelle hulp.";"11-08-2021 09:55:06";1;;;;
18607;"8.21.11319944";"Female";2003;2100;"Student";"Professional education (Bachelor)";"Projectmanagement";"Dutch";"Red wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"11-08-2021 22:26:34";;1;;;;;;"8.21.11319944";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"11-08-2021 22:26:40";;1;;;;;;"8.21.11319944";"Q: Dank voor de snelle hulp.";"11-08-2021 22:26:42";1;;;;
18608;"8.21.11319945";"Female";2001;3670;"Man around the house/housewife";"Primary-secondary school/no school";;"Dutch";"Wodka/Gin";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"12-08-2021 00:00:21";;1;;;;;;"8.21.11319945";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"12-08-2021 00:00:25";;1;;;;;;"8.21.11319945";"Q: Dank voor de snelle hulp.";"12-08-2021 00:00:30";1;;;;
16161;"8.20.13417498";"Female";1987;1074;"Part time";"University (Master)";"Administrative support";"Dutch";"Mixed drinks";"Yes";"Owner-occupied home";"Living together & kid(s)";"Holland";"Q: Bent u momenteel op vakantie?";"12-08-2021 09:21:42";1;;"8.20.13417498";"Q: Waar bent u op vakantie";"12-08-2021 09:23:06";"Spanje";;;;;;;"8.20.13417498";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"12-08-2021 09:23:17";1;;;;;;"8.20.13417498";"Q: Dank voor de snelle deelname.";"12-08-2021 09:23:21";1
17202;"12.20.31418539";"Female";1966;1060;"Part time";"Professional education (Bachelor)";"Management";"Dutch";"Beer (Lager)";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"13-08-2021 22:40:08";;1;;;;;;"12.20.31418539";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"13-08-2021 22:40:54";1;;;;;;;"12.20.31418539";"Q: Dank voor de snelle hulp.";"13-08-2021 22:41:05";1;;;;
4059;"8.17.2225396";"Female";1994;8200;"Full time (32+ hours)";"Professional education (Bachelor)";;"Dutch";"White wine";"Yes";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"17-08-2021 09:31:39";;1;;;;;;"8.17.2225396";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-08-2021 09:31:45";1;;;;;;;"8.17.2225396";"Q: Dank voor de snelle hulp.";"17-08-2021 09:31:47";1;;;;
18641;"8.21.17219978";"Female";2000;2406;"Full time (32+ hours)";"Primary-secondary school/no school";"Management";"English";"Red wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"17-08-2021 15:39:10";;1;;;;;;"8.21.17219978";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-08-2021 15:39:13";1;;;;;;;"8.21.17219978";"Q: Dank voor de snelle hulp.";"17-08-2021 15:39:15";1;;;;
4561;"10.17.1615898";"Male";1980;2660;"Full time (32+ hours)";"Vocational school";;"Dutch";"Red wine";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"18-08-2021 17:36:37";;1;;;;;;"10.17.1615898";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"18-08-2021 17:36:42";;1;;;;;;"10.17.1615898";"Q: Dank voor de snelle hulp.";"18-08-2021 17:36:44";1;;;;
18651;"8.21.19419988";"Male";1981;2060;"Entrepreneur";"Advanced vocational education";"Projectmanagement";"Dutch";"Mixed drinks";"Yes";"Rental home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 00:39:48";;1;;;;;;"8.21.19419988";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 00:39:59";;1;;;;;;"8.21.19419988";"Q: Dank voor de snelle hulp.";"19-08-2021 00:40:03";1;;;;
17426;"1.21.28418763";"Male";1996;1059;"Full time (32+ hours)";"University (Master)";"Management";"English";"Red wine";"No";"Owner-occupied home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 15:11:42";1;;"1.21.28418763";"Q: Waar bent u op vakantie";"19-08-2021 15:11:49";"Jaassaaaaaaaaaaassaaaaa";;;;;;;"1.21.28418763";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 15:11:52";1;;;;;;"1.21.28418763";"Q: Dank voor de snelle deelname.";"19-08-2021 15:11:54";1
18657;"8.21.19419994";"Female";1975;9170;"(Temporarily) incapacitated";"Professional education (Bachelor)";"Executive staff";"Dutch";"White wine";"Yes";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 17:11:29";;1;;;;;;"8.21.19419994";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 17:11:34";;1;;;;;;"8.21.19419994";"Q: Dank voor de snelle hulp.";"19-08-2021 17:11:37";1;;;;
13277;"6.19.02714614";"Female";2001;1770;"Student";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"21-08-2021 16:54:03";;1;;;;;;"6.19.02714614";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"21-08-2021 16:54:09";;1;;;;;;"6.19.02714614";"Q: Dank voor de snelle hulp.";"21-08-2021 16:54:12";1;;;;
18668;"8.21.22720005";"Male";1994;1234;"Full time (32+ hours)";"Primary-secondary school/no school";"Board";"English";"Red wine";"Yes";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"22-08-2021 19:36:23";;1;;;;;;"8.21.22720005";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"22-08-2021 19:36:36";1;;;;;;;"8.21.22720005";"Q: Dank voor de snelle hulp.";"22-08-2021 19:36:41";1;;;;
18064;"4.21.29419401";"Female";1996;9120;"Man around the house/housewife";"Primary-secondary school/no school";;"Dutch";"White wine";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"23-08-2021 07:46:50";;1;;;;;;"4.21.29419401";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"23-08-2021 07:47:00";;1;;;;;;"4.21.29419401";"Q: Dank voor de snelle hulp.";"23-08-2021 07:47:04";1;;;;
18680;"8.21.24220017";"Female";1998;9340;"Pupil/scholar";"Primary-secondary school/no school";;"Dutch";"White wine";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"24-08-2021 12:25:02";;1;;;;;;"8.21.24220017";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"24-08-2021 12:25:07";;1;;;;;;"8.21.24220017";"Q: Dank voor de snelle hulp.";"24-08-2021 12:25:10";1;;;;
18683;"8.21.24220020";"Male";1995;2800;"Full time (32+ hours)";"Professional education (Bachelor)";"Management";"Dutch";"White wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"24-08-2021 17:07:58";;1;;;;;;"8.21.24220020";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"24-08-2021 17:08:03";1;;;;;;;"8.21.24220020";"Q: Dank voor de snelle hulp.";"24-08-2021 17:08:06";1;;;;
18686;"8.21.25320023";"Female";1991;1601;"Unemployed";"Primary-secondary school/no school";"Executive staff";"Dutch";"Soft drinks";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"25-08-2021 05:22:32";;1;;;;;;"8.21.25320023";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"25-08-2021 05:22:37";;1;;;;;;"8.21.25320023";"Q: Dank voor de snelle hulp.";"25-08-2021 05:22:40";1;;;;
18688;"8.21.25320025";"Female";2001;3580;"Full time (32+ hours)";"Primary-secondary school/no school";"Administrative support";"Dutch";"Soft drinks";"No";"Rental home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"25-08-2021 14:03:22";;1;;;;;;"8.21.25320025";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"25-08-2021 14:03:26";;1;;;;;;"8.21.25320025";"Q: Dank voor de snelle hulp.";"25-08-2021 14:03:28";1;;;;
18690;"8.21.25320027";"Female";2000;3090;"Student";"Professional education (Bachelor)";;"Dutch";"Red wine";"No";"Owner-occupied home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"25-08-2021 16:48:30";;1;;;;;;"8.21.25320027";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"25-08-2021 16:48:35";;1;;;;;;"8.21.25320027";"Q: Dank voor de snelle hulp.";"25-08-2021 16:48:37";1;;;;
18692;"8.21.25320029";"Female";1996;9160;"Full time (32+ hours)";"Higher general secondary education";"Executive staff";"Dutch";"White wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"26-08-2021 21:46:32";;1;;;;;;"8.21.25320029";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"26-08-2021 21:46:37";;1;;;;;;"8.21.25320029";"Q: Dank voor de snelle hulp.";"26-08-2021 21:46:40";1;;;;
18707;"8.21.27520044";"Female";1963;2870;"(Temporarily) incapacitated";"Higher general secondary education";"Administrative support";"Dutch";"White wine";"No";"Owner-occupied home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"27-08-2021 23:21:54";;1;;;;;;"8.21.27520044";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"27-08-2021 23:22:05";;1;;;;;;"8.21.27520044";"Q: Dank voor de snelle hulp.";"27-08-2021 23:22:09";1;;;;
18715;"8.21.28620052";"Male";1971;3960;"Full time (32+ hours)";"Professional education (Bachelor)";"Administrative support";"Dutch";"White wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"28-08-2021 13:29:56";;1;;;;;;"8.21.28620052";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"28-08-2021 13:30:01";;1;;;;;;"8.21.28620052";"Q: Dank voor de snelle hulp.";"28-08-2021 13:30:10";1;;;;
18718;"8.21.28620055";"Female";2000;9660;"Student";"Vocational school";;"Dutch";"Liqueurs";"No";"Owner-occupied home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"28-08-2021 21:37:40";1;;"8.21.28620055";"Q: Waar bent u op vakantie";"28-08-2021 21:37:48";"De kust, de haan";;;;;;;"8.21.28620055";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"28-08-2021 21:38:07";;1;;;;;"8.21.28620055";"Q: Dank voor de snelle deelname.";"28-08-2021 21:38:09";1
18739;"8.21.31220076";"Female";1982;8700;"Unemployed";"Professional education (Bachelor)";"Projectmanagement";"Dutch";"Fruit juices";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"31-08-2021 14:46:32";;1;;;;;;"8.21.31220076";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"31-08-2021 14:46:38";1;;;;;;;"8.21.31220076";"Q: Dank voor de snelle hulp.";"31-08-2021 14:46:41";1;;;;
18740;"8.21.31220077";"Female";2003;9820;"Pupil/scholar";"Higher general secondary education";;"Dutch";"Others";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"31-08-2021 17:14:12";1;;"8.21.31220077";"Q: Waar bent u op vakantie";"31-08-2021 17:14:16";"Dubai";;;;;;;"8.21.31220077";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"31-08-2021 17:14:21";1;;;;;;"8.21.31220077";"Q: Dank voor de snelle deelname.";"31-08-2021 17:14:23";1
18743;"9.21.01320080";"Female";1994;2300;"Unemployed";"Vocational school";;"Dutch";"Red wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"01-09-2021 13:41:50";;1;;;;;;"9.21.01320080";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"01-09-2021 13:41:55";;1;;;;;;"9.21.01320080";"Q: Dank voor de snelle hulp.";"01-09-2021 13:41:57";1;;;;
18754;"9.21.02420091";"Male";1994;2050;"Full time (32+ hours)";"Professional education (Bachelor)";"Administrative support";"Dutch";"Wodka/Gin";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"02-09-2021 16:52:43";1;;"9.21.02420091";"Q: Waar bent u op vakantie";"02-09-2021 16:52:50";"Belgie";;;;;;;"9.21.02420091";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"02-09-2021 16:52:57";;1;;;;;"9.21.02420091";"Q: Dank voor de snelle deelname.";"02-09-2021 16:53:00";1
6436;"5.18.0237773";"Female";1989;9400;"Full time (32+ hours)";"Professional education (Bachelor)";;"Dutch";"Soft drinks";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-09-2021 09:00:56";;1;;;;;;"5.18.0237773";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-09-2021 09:00:59";;1;;;;;;"5.18.0237773";"Q: Dank voor de snelle hulp.";"05-09-2021 09:01:01";1;;;;
18821;"9.21.08320158";"Female";1991;2870;"Full time (32+ hours)";"Vocational school";"Projectmanagement";"Dutch";"Cocktails";"Yes";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"08-09-2021 17:32:06";;1;;;;;;"9.21.08320158";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"08-09-2021 17:32:12";;1;;;;;;"9.21.08320158";"Q: Dank voor de snelle hulp.";"08-09-2021 17:32:15";1;;;;
18833;"9.21.09420170";"Male";1995;3270;"Student";"Advanced vocational education";"Administrative support";"Dutch";"Red wine";"No";"Owner-occupied home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"09-09-2021 20:44:27";;1;;;;;;"9.21.09420170";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"09-09-2021 20:44:33";;1;;;;;;"9.21.09420170";"Q: Dank voor de snelle hulp.";"09-09-2021 20:44:36";1;;;;
4931;"11.17.2346268";"Female";1991;8710;"Other";"Professional education (Bachelor)";;"Dutch";"Rosé";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"13-09-2021 21:41:35";;1;;;;;;"11.17.2346268";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"13-09-2021 21:41:39";;1;;;;;;"11.17.2346268";"Q: Dank voor de snelle hulp.";"13-09-2021 21:41:40";1;;;;
18870;"9.21.14220207";"Female";1952;9120;"Retired / early retirement";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"14-09-2021 19:52:48";;1;;;;;;"9.21.14220207";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"14-09-2021 19:52:59";;1;;;;;;;;;;;;;
18885;"9.21.16420222";"Male";2021;1234;"Pupil/scholar";"Vocational school";"Board";"Dutch";"Red wine";"No";"Rental home";"Living together & kid(s)";"Holland";"Q: Bent u momenteel op vakantie?";"16-09-2021 09:54:51";;1;;;;;;"9.21.16420222";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"16-09-2021 09:54:57";;1;;;;;;"9.21.16420222";"Q: Dank voor de snelle hulp.";"16-09-2021 09:55:00";1;;;;
18879;"9.21.15320216";"Male";1981;3203;"Part time";"Advanced vocational education";"Executive staff";"Dutch";"Beer (alcoholfree)";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"16-09-2021 13:07:22";;1;;;;;;"9.21.15320216";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"16-09-2021 13:07:28";;1;;;;;;"9.21.15320216";"Q: Dank voor de snelle hulp.";"16-09-2021 13:07:31";1;;;;
18892;"9.21.17520229";"Female";2000;9080;"Full time (32+ hours)";"Primary-secondary school/no school";;"Dutch";"Wodka/Gin";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"17-09-2021 07:59:35";;1;;;;;;"9.21.17520229";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-09-2021 07:59:38";;1;;;;;;"9.21.17520229";"Q: Dank voor de snelle hulp.";"17-09-2021 07:59:41";1;;;;
18896;"9.21.17520233";"Male";1986;3660;"Unemployed";"Advanced vocational education";;"Dutch";"Specialty beers";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"17-09-2021 20:29:40";;1;;;;;;"9.21.17520233";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-09-2021 20:29:44";;1;;;;;;"9.21.17520233";"Q: Dank voor de snelle hulp.";"17-09-2021 20:29:48";1;;;;
16827;"11.20.10218164";"Female";1985;1020;"Student";"Professional education (Bachelor)";"Management";"French";"Fruit juices";"Yes";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"18-09-2021 13:25:41";1;;"11.20.10218164";"Q: Waar bent u op vakantie";"18-09-2021 13:26:02";"Belgie";;;;;;;"11.20.10218164";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"18-09-2021 13:26:10";1;;;;;;"11.20.10218164";"Q: Dank voor de snelle deelname.";"18-09-2021 13:26:16";1
18464;"7.21.13219801";"Male";2000;3390;"Student";"Vocational school";"Management";"Dutch";"Soft drinks";"No";"Owner-occupied home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"19-09-2021 16:40:53";;1;;;;;;"7.21.13219801";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-09-2021 16:41:01";1;;;;;;;"7.21.13219801";"Q: Dank voor de snelle hulp.";"19-09-2021 16:41:04";1;;;;
18952;"9.21.22320289";"Female";1998;3630;"Student";"Higher general secondary education";"Executive staff";"Dutch";"White wine";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"22-09-2021 14:23:24";;1;;;;;;"9.21.22320289";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"22-09-2021 14:23:28";;1;;;;;;"9.21.22320289";"Q: Dank voor de snelle hulp.";"22-09-2021 14:23:30";1;;;;
